External ID,Document Number,Transaction Number,Maximum of Linked Invoice,Type,Date,Period,Terms,Maximum of Due Date/Receive By,Vendor Category,Vendor Name,Vendor Number,Company Name,Vendor VAT Registration Number,Vendor Billing Address,Vendor Billing Country,Bill to City,Bill to State,Bill to Country,Bill to Zip,Source System,Source System Identifier,City,State/Province,Country,Zip,Currency,Memo (Main),Maximum of GMAX Tax Code,Maximum of NetSuite Tax Item,Maximum of Coupa Tax Code,Maximum of External System Tax Code,Maximum of Tax Code (Consolidated),FOP Type,Sum of Asset,Sum of Accounts Payable,Sum of Other Liabilities,Sum of Income,Sum of Expense,Sum of VAT
- None -,224095,221920, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,0,
- None -,224096,221921, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,224242,222067, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,0,
- None -,224243,222068, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,224375,222200, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,0,
- None -,224376,222201, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,224383,222208, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,0,
- None -,224384,222209, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,224628,222453, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,0,,,0,
- None -,224629,222454, ,Currency Revaluation,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,JE-DK0283224,TJE-DK0283224, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,61625.08,,-61625.08,
- None -,JE-DK0288364,TJE-DK0288364, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288365,TJE-DK0288365, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288366,TJE-DK0288366, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288367,TJE-DK0288367, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288368,TJE-DK0288368, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288369,TJE-DK0288369, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288370,TJE-DK0288370, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288371,TJE-DK0288371, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288372,TJE-DK0288372, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288373,TJE-DK0288373, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288374,TJE-DK0288374, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288375,TJE-DK0288375, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0288384,TJE-DK0288384, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,SuiteScript: Pay and Reconcilation,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,10101.5,-10101.5,,,
- None -,JE-DK0288455,TJE-DK0288455, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,61752.28,,-61752.28,
- None -,JE-DK0288488,TJE-DK0288488, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,-258095.84,,,258095.84,,
- None -,JE-DK0288527,TJE-DK0288527, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,-860579.38,,,860579.38,,
- None -,JE-DK0288539,TJE-DK0288539, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,59688.68,,,,-59688.68,
- None -,JE-DK0288594,TJE-DK0288594, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,8824.88,,-8824.88,
- None -,JE-DK0288634,TJE-DK0288634, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
- None -,JE-DK0288635,TJE-DK0288635, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
- None -,JE-DK0288638,TJE-DK0288638, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,RLFO,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,-5499371,,14405849,-8906478,,
- None -,JE-DK0288642,TJE-DK0288642, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,B&S,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,64963,,,-64963,,
20200301_FINREP_damit_corr_VAT_march_2020,JE-DK0289805,TJE-DK0289805, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,276.42,,-276.42,
20200301_FINREP_dmitev_prepaid_rent_202003,JE-DK0289807,TJE-DK0289807, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,-236735.47,,,,236735.47,
GBTICJE-IDENTIFIERH-ID2079345,JE-NL1258535,TJE-NL0148459, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,HCTransient,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,1403600.72,,,-1403600.72,,
GBTICJE-IDENTIFIERB-ID2079344,JE-NL1258536,TJE-NL0148460, ,Journal,3/1/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,HCTransient,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,-1559556.34,,1559556.34,,
00359828154-1289352-010-001-VB,00359828154-1289352-010-001,BL-DK0406363,Invoice #IN-DK4697287,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-650,,650,,0
00370495015-1289286-004-001-VB,00370495015-1289286-004-001,BL-DK0406284,Invoice #IN-DK4696208,Bill,3/2/2020,Mar-20,- None -,3/1/2020,GMAX,41196_1115,,HONORAR CREDIT-DK,- None -,HONORAR CREDIT Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,F-TFM- -I-2-VT-S-   -25.00,DK-Z,,,F-TFM- -I-2-VT-S-   -25.00,- None -,,0,-30,30,,0
00370495070-1289288-004-001-VB,00370495070-1289288-004-001,BL-DK0406285,Invoice #IN-DK4696209,Bill,3/2/2020,Mar-20,- None -,3/1/2020,GMAX,41196_1115,,HONORAR CREDIT-DK,- None -,HONORAR CREDIT Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,F-TFM- -I-2-VT-S-   -25.00,DK-Z,,,F-TFM- -I-2-VT-S-   -25.00,- None -,,0,-30,30,,0
00370495075-1289311-004-001-VB,00370495075-1289311-004-001,BL-DK0406286,Invoice #IN-DK4696229,Bill,3/2/2020,Mar-20,- None -,3/1/2020,GMAX,41196_1115,,HONORAR CREDIT-DK,- None -,HONORAR CREDIT Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,F-TFM- -I-2-VT-S-   -25.00,DK-Z,,,F-TFM- -I-2-VT-S-   -25.00,- None -,,0,-30,30,,0
00371435845-1289504-030-001-VB,00371435845-1289504-030-001,BL-DK0406319,Invoice #IN-DK4696422,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,40552_1115,,AIR ASIA-DK,- None -,AIR ASIA Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-501.68,,501.68,,0
00374267850-1289772-016-001-VB,00374267850-1289772-016-001,BL-DK0406335,Invoice #IN-DK4696946,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-5426.12,,5426.12,,0
00377573041-1289592-005-001-VB,00377573041-1289592-005-001,BL-DK0406320,Invoice #IN-DK4696436,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3968.61,,3968.61,,0
00377573041-1289592-006-001-VB,00377573041-1289592-006-001,BL-DK0406321,Invoice #IN-DK4696437,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-574.78,,574.78,,0
00377573041-1289601-009-001-VB,00377573041-1289601-009-001,BL-DK0406322,Invoice #IN-DK4696438,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-574.78,,574.78,,0
00377622854-1290116-007-001-VC,00377622854-1290116-007-001,BC-DK0125185,Invoice #IN-DK4697319,Bill Credit,3/2/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,277.55,,-277.55,,0
00378569415-1289561-003-001-VB,00378569415-1289561-003-001,BL-DK0406323,Invoice #IN-DK4696448,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47526_1115,,COMET CONSULAR SERVICE AB-DK,- None -,COMET CONSULAR SERVICE AB Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1812.5,,1812.5,,0
00378569415-1289561-005-001-VB,00378569415-1289561-005-001,BL-DK0406324,Invoice #IN-DK4696449,Bill,3/2/2020,Mar-20,Net 15,3/2/2020,GMAX,40010_1115,,CIBT DENMARK - DK,- None -,CIBT DENMARK TUBORG HAVNEVEJ 18 2900 HELLERUP   Denmark,Denmark,HELLERUP,- None -,Denmark,2900,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-75,,75,,0
00378750090-1289354-014-001-VB,00378750090-1289354-014-001,BL-DK0406290,Invoice #IN-DK4696271,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-4021,,4021,,0
00378750090-1289354-017-001-VB,00378750090-1289354-017-001,BL-DK0406291,Invoice #IN-DK4696272,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-957,,957,,0
00378857106-1289811-007-001-VB,00378857106-1289811-007-001,BL-DK0406336,Invoice #IN-DK4696966,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-866.16,,866.16,,0
00379015897-1289966-015-001-VC,00379015897-1289966-015-001,BC-DK0125179,Invoice #IN-DK4697145,Bill Credit,3/2/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,115.44,,-115.44,,0
00379015897-1289973-019-001-VC,00379015897-1289973-019-001,BC-DK0125180,Invoice #IN-DK4697147,Bill Credit,3/2/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,115.44,,-115.44,,0
- None -,00379218867-1289419-003-001,BC-DK0125162,Invoice #IN-DK4696410,Bill Credit,3/2/2020,Mar-20,- None -,,GMAX,47526_1115,,COMET CONSULAR SERVICE AB-DK,- None -,COMET CONSULAR SERVICE AB Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,1812.5,,-1812.5,,0
00379218867-1289419-003-001-VB,00379218867-1289419-003-001,BL-DK0406297,Invoice #IN-DK4696410,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47526_1115,,COMET CONSULAR SERVICE AB-DK,- None -,COMET CONSULAR SERVICE AB Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1812.5,,1812.5,,0
00379218867-1289419-005-001-VB,00379218867-1289419-005-001,BL-DK0406298,Invoice #IN-DK4696411,Bill,3/2/2020,Mar-20,Net 15,3/2/2020,GMAX,40010_1115,,CIBT DENMARK - DK,- None -,CIBT DENMARK TUBORG HAVNEVEJ 18 2900 HELLERUP   Denmark,Denmark,HELLERUP,- None -,Denmark,2900,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-75,,75,,0
00379645903-1289603-010-001-VB,00379645903-1289603-010-001,BL-DK0406325,Invoice #IN-DK4696465,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-923.55,,923.55,,0
00379984069-1289893-005-001-VB,00379984069-1289893-005-001,BL-DK0406353,Invoice #IN-DK4697172,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1630,,1630,,0
00380404690-1289806-005-001-VB,00380404690-1289806-005-001,BL-DK0406337,Invoice #IN-DK4696983,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47999_1115,,HOTEL DIVERSE-DK,- None -,HOTEL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-924.69,,924.69,,0
00380425540-1289525-006-001-VB,00380425540-1289525-006-001,BL-DK0406326,Invoice #IN-DK4696484,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,47526_1115,,COMET CONSULAR SERVICE AB-DK,- None -,COMET CONSULAR SERVICE AB Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1812.5,,1812.5,,0
00380425540-1289525-009-001-VB,00380425540-1289525-009-001,BL-DK0406327,Invoice #IN-DK4696485,Bill,3/2/2020,Mar-20,Net 15,3/2/2020,GMAX,40010_1115,,CIBT DENMARK - DK,- None -,CIBT DENMARK TUBORG HAVNEVEJ 18 2900 HELLERUP   Denmark,Denmark,HELLERUP,- None -,Denmark,2900,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-75,,75,,0
00380578115-1290460-015-001-VB,00380578115-1290460-015-001,BL-DK0406412,Invoice #IN-DK4700002,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1509,,1509,,0
00381055116-1290244-009-001-VB,00381055116-1290244-009-001,BL-DK0406370,Invoice #IN-DK4697828,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,40454_1115,,CEBU AIR-DK,- None -,CEBU AIR Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-248,,248,,0
00381299912-1290260-005-001-VB,00381299912-1290260-005-001,BL-DK0406382,Invoice #IN-DK4698120,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,46230_1115,,RYANAIR-DK,- None -,RYANAIR Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-844.64,,844.64,,0
00381313484-1290626-002-001-VB,00381313484-1290626-002-001,BL-DK0406482,Invoice #IN-DK4702760,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,41258_1115,,SOUTHWEST AIRLINES TEXAS-DK,- None -,SOUTHWEST AIRLINES TEXAS Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3540.63,,3540.63,,0
00381332486-1290496-005-001-VB,00381332486-1290496-005-001,BL-DK0406484,Invoice #IN-DK4702773,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1612,,1612,,0
00381332566-1290497-005-001-VB,00381332566-1290497-005-001,BL-DK0406486,Invoice #IN-DK4702775,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1612,,1612,,0
00381440456-1290299-005-001-VB,00381440456-1290299-005-001,BL-DK0406383,Invoice #IN-DK4698124,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3595,,3595,,0
00381497728-1290235-003-001-VB,00381497728-1290235-003-001,BL-DK0406371,Invoice #IN-DK4697835,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,44600_1115,,RAIL DIVERSE-DK,- None -,RAIL DIVERSE Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-1902.69,,1902.69,,0
00381871899-1289349-006-001-VB,00381871899-1289349-006-001,BL-DK0406292,Invoice #IN-DK4696306,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2399,,2399,,0
00381929249-1290545-005-001-VB,00381929249-1290545-005-001,BL-DK0406489,Invoice #IN-DK4702853,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3583.66,,3583.66,,0
00382005227-1290036-006-001-VB,00382005227-1290036-006-001,BL-DK0406364,Invoice #IN-DK4697400,Bill,3/2/2020,Mar-20,- None -,3/2/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-4932,,4932,,0
